pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_KRAS_SIGNALING_UP	0.153846153846154	0.699300699300699	0.107140237276725	0.372916937113677	1.0768509592901	196	MAFB, VWA5A, TSPAN1, PTBP2, ACE, CCL20, SOX9, IL1RL2, LAPTM5, IGF2, CBR4, PLEK2, G0S2, ZNF639, ETV4, TMEM100, TSPAN13, ADGRA2, RETN, YRDC, EVI5, RBM4, F13A1, EPB41L3, PRRX1, DOCK2, MMP9, FUCA1, PLAU, TPH1, HBEGF, AKAP12, ADAM17, CFHR2, PCP4, ANGPTL4, SCN1B, IKZF1, CA2, BIRC3, NR1H4, IL10RA, PLAUR, MALL, PLVAP, ADGRL4, CXCR4, CCSER2, HDAC9, EREG, HKDC1, GABRA3, KIF5C, APOD, ADAM8, LCP1, ANXA10, RABGAP1L, PCSK1N, TLR8, TMEM176A, SATB1, MPZL2, NRP1, MYCN, HOXD11, MMD, ZNF277, IRF8, RGS16, PTCD2, EMP1, BTBD3, ENG, CSF2RA, ETV1, LAT2, CIDEA, BTC, JUP, MMP11, ALDH1A3, SLPI, ITGBL1, ADAMDEC1
HALLMARK_INFLAMMATORY_RESPONSE	0.175824175824176	0.732600732600733	0.0988903007520636	0.37119364565941	1.0722317238029	199	MXD1, PDE4B, LYN, NFKB1, SERPINE1, ICAM4, CCL20, CCL22, TNFSF9, SRI, SGMS2, SCARF1, FFAR2, CCR7, EBI3, STAB1, GPR183, IL18R1, IRAK2, CCL24, PVR, ADM, SLC28A2, HBEGF, CD69, SPHK1, SELL, SCN1B, MEP1A, RELA, PTPRE, PROK2, IL10RA, KIF1B, IFITM1, PLAUR, PTGIR, NDP, RNF144B, EREG, FZD5, IL18RAP, MSR1, ACVR2A, EIF2AK2, LCP2, SLC31A1, OSM, AQP9, SLC7A1, RAF1, TLR1, CD40, PCDH7, CLEC5A, PIK3R5, PSEN1, CD14, VIP, RGS1, CSF3R, HPN, CALCRL, CXCL11, MARCO, TAPBP, SLC7A2, CDKN1A, RGS16, CD82, IL10, TACR1, IL15, LPAR1, PDPN, HAS2, RASGRP1, IFNAR1, KCNJ2, LCK, CCL5, ABI1, IL18, CXCL6, AHR, P2RY2, LAMP3, MYC, NAMPT, CSF1, HIF1A, ADGRE1, ICAM1, CCL7, TIMP1, KCNA3, KCNMB2, C5AR1, MEFV, IL6, GPC3
HALLMARK_APOPTOSIS	0.210789210789211	0.810727733804657	0.0883594442500905	0.374658160401825	1.07290385213339	159	TGFBR3, SQSTM1, CASP9, FEZ1, CLU, DDIT3, APP, CASP8, MGMT, SMAD7, BNIP3L, DAP3, BCL2L2, PDCD4, PPP2R5B, ERBB3, TGFB2, CD69, ROCK1, PEA15, IGF2R, RELA, BIRC3, ATF3, GSN, HMOX1, BTG3, BCAP31, PPT1, IFNGR1, EREG, TNF, TSPO, RHOB, SLC20A1, DIABLO, BMF, EBP, TOP2A, BCL2L1, PDGFRB, CCND1, HMGB2, ADD1, PSEN1, PMAIP1, SATB1, CD14, BAX, CD2, ISG20, PAK1, CASP3, CDKN1A, TIMP3, EMP1, BIK, GSR, CAV1, GUCY2D, ERBB2, PSEN2, SOD2, TIMP2, MMP2, CASP2, IL18, IGFBP6, TNFRSF12A, FASLG, BCL2L10, AVPR1A, GADD45B, SPTAN1, LGALS3, TIMP1, FDXR, LMNA, BGN, IL6, WEE1, GPX3, IFNB1, TXNIP, CCNA1, BCL10, RHOT2, CTNNB1, CCND2, PRF1
HALLMARK_COMPLEMENT	0.24975024975025	0.824175824175824	0.0791316651768349	0.364114752248104	1.05178359875071	199	ADAM9, LYN, CTSC, SERPINE1, CDH13, CTSO, ITGAM, CTSL, PIK3CG, CASP9, PCLO, CLU, PPP2CB, DPP4, RBSN, CD46, GP9, SERPINA1, GMFB, USP15, CASP10, PRCP, C1QC, DYRK2, SERPING1, LTF, ITIH1, ACTN2, KCNIP2, C1QA, DUSP5, CA2, GNG2, HSPA5, PCSK9, F8, DOCK9, PLAUR, MT3, PLSCR1, CASP5, LCP2, GNB2, ANG, CTSV, PHEX, GZMB, AKAP10, RAF1, MMP12, PIK3R5, PSEN1, GCA, MMP8, JAK2, CSRP1, ERAP2, PDGFB, CASP3, CDA, KYNU, L3MBTL4, CTSD, FYN, CTSB, RASGRP1, CR1, GZMK, VCPIP1, TIMP2, PREP, APOBEC3G, RCE1, LCK, CCL5, CD40LG, DGKG, GNGT2, ANXA5, ZFPM2, PFN1, CDK5R1, PDP1, GPD2, CD59
HALLMARK_XENOBIOTIC_METABOLISM	0.253746253746254	0.824175824175824	0.0782955249944794	0.364141292163259	1.05142687652812	197	ARPP19, IGFBP1, SERPINE1, IDH1, POR, PPARD, CYFIP2, FABP1, HES6, MAN1A1, ALDH9A1, PSMB10, CES1, TAT, PTS, PGD, CBR1, SERPINA6, AHCY, TPST1, ACOX1, UPP1, MT2A, BLVRB, GABARAPL1, DHRS1, SLC6A12, ITIH1, CAT, NQO1, ETFDH, TGFB2, CYP2J2, GART, UGDH, ABCC3, CA2, HMOX1, CYB5A, NMT1, FETUB, ACOX3, ALDH2, AQP9, ITIH4, TDO2, FBLN1, LONP1, GSTO1, CDO1, CCL25, GCKR, AOX1, ECH1, ASL, MPP2, ACOX2, AKR1C3, FAH, AKR1C2, ALAS1, COMT, CDA, IRF8, KYNU, GSTM4, GSR, PTGES3, ESR1, TMEM97, JUP, NINJ1, FBP1, VTN, SPINT2, DDC, PROS1, DHPS, ETS2, SERTAD1
HALLMARK_P53_PATHWAY	0.291708291708292	0.824175824175824	0.0711327399327894	0.361310019608235	1.0425445748233	192	BLCAP, MXD1, NDRG1, VWA5A, POM121, STOM, CDH13, TNFSF9, TSC22D1, CYFIP2, NHLH2, BTG1, TAX1BP3, DDIT3, CLCA2, CDKN2B, ZFP36L1, APP, EI24, PIDD1, MXD4, MDM2, PERP, ZMAT3, UPP1, TCHH, TRAF4, FOS, PRKAB1, ITGB4, FUCA1, HBEGF, RXRA, CSRNP2, CDKN2A, SPHK1, RB1, RRAD, PTPRE, FOXO3, ATF3, HMOX1, S100A4, RCHY1, SERPINB5, ZBTB16, DEF6, ZNF365, BAK1, XPC, TOB1, VDR, HDAC3, FGF13, EPS8L2, BAX, JAG2, CDKN1A, RGS16, DDIT4, CD82, CCP110, MAPKAPK3, TRIAP1, CTSD, IFI30, APAF1, DDB2, PDGFA, RHBDF2, PTPN14, IP6K2, CEBPA, PITPNC1, NINJ1, ALOX15B, PROCR, CDK5R1, TM4SF1, PPP1R15A, CGRRF1, S100A10, IRAK1, CTSF
HALLMARK_HYPOXIA	0.298701298701299	0.824175824175824	0.0699458736501659	0.36049673629867	1.04019788069315	192	P4HA2, NDRG1, KLF7, TGM2, HDLBP, IGFBP1, SERPINE1, EGFR, FOSL2, SLC2A5, TMEM45A, BTG1, DDIT3, SLC37A4, IDS, INHA, NCAN, GPC1, SULT2B1, MT2A, BNIP3L, GAA, FOS, NDST2, ADM, ALDOC, AKAP12, PGAM2, CITED2, ANGPTL4, GCK, SIAH2, HSPA5, FOXO3, HAS1, ATF3, HMOX1, S100A4, HS3ST1, PFKP, PLAUR, ILVBL, CXCR4, PFKFB3, STBD1, SAP30, PGF, SDC3, NEDD4L, TKTL1, EFNA3, PPFIA4, GPC4, TGFBI, ALDOB, PFKL, NDST1, ISG20, PDGFB, HK1, MYH9, CDKN1A, SLC2A1, DDIT4, DUSP1, PGM1, PNRC1, B4GALNT2, CAV1, SCARB1, COL5A1, NFIL3, TGFB3, FBP1, BCAN, ENO3, SLC2A3, EDN2, EXT1, PPP1R15A, ALDOA, PLAC8, VHL, PPP1R3C, DTNA, BCL2
HALLMARK_MYOGENESIS	0.2997002997003	0.824175824175824	0.0697792517076235	0.360223214479537	1.04043045714062	198	HSPB2, CDH13, DMD, GABARAPL2, SGCD, COX7A1, NCAM1, CLU, KLF5, ATP2A1, ANKRD2, SOD3, TCAP, APP, SPARC, MYH3, KCNH2, PKIA, MYL1, MYBPH, MYH4, HRC, SCD, BIN1, GAA, SSPN, ITGB4, ACTN2, NQO1, HBEGF, PGAM2, ERBB3, FABP3, SPHK1, DMPK, RB1, TNNT1, GSN, BDKRB2, FXYD1, MYH1, CRYAB, EPHB3, COL6A2, PRNP, MEF2A, APOD, PPFIA4, PTGIS, CTF1, MYH7, COL1A1, AGRN, TAGLN, FST, TEAD4, MYH9, MYH11, ACTA1, MYL3, CDKN1A, COL6A3, LAMA2, SVIL, PICK1, CASQ1, CFD, SGCG, SH2B1, MYOG, COX6A2, CNN3, SORBS3, MYH8, PSEN2, CKM, ITGA7, SIRT2, FHL1, CHRNB1
HALLMARK_COAGULATION	0.338661338661339	0.824175824175824	0.0637845390312975	0.365575706148009	1.04088389379743	136	ADAM9, KLF7, THBD, SERPINE1, CTSO, CASP9, VWF, CLU, HTRA1, DPP4, SPARC, GP9, SERPINA1, CAPN2, SERPING1, MMP9, DUSP14, COMP, P2RY1, PLAU, ITIH1, C1QA, PROC, MEP1A, F8, GSN, RAC1, F12, TF, GNB2, ANG, CTSV, FGA, FGG, C8B, CTSE, ACOX2, CRIP2, HPN, MMP8, CSRP1, MMP7, PDGFB, PEF1, CFD, TIMP3, PRSS23, FYN, CTSB, PREP, SIRT2, CPB2, MMP11, MMP2, C8A, FBN1, PROS1, SERPINB2, CFI, TIMP1, CPN1, S100A1, APOA1, MASP2, LGMN, USP11, APOC3, F3, GDA, MMP10
HALLMARK_SPERMATOGENESIS	0.360639360639361	0.824175824175824	0.0607719451853533	0.363257850110891	1.03332286757597	133	PGS1, ZPBP, CAMK4, ZNRF4, ACE, SLC2A5, MEP1B, MLLT10, IDE, NCAPH, ADAD1, DDX25, IP6K1, TSSK2, NF2, IL13RA2, ACRV1, DMRT1, DPEP3, SYCP1, THEG, COIL, HOXB1, TNNI3, CCNB2, NPY5R, CHRM4, GFI1, PSMG1, TCP11, TKTL1, RFC4, DMC1, SPATA6, POMC, PCSK1N, CLVS1, PARP2, TLE4, PEBP1, MTNR1A, TUBA3C, ADAM2, PAPOLB, GSG1, EZH2, HSPA2, MAST2, CST8, NAA11, HTR5A, TOPBP1, AKAP4, MTOR, TNP2, RPL39L, HSPA1L, KIF2C, ART3, MLF1, CCNA1, MAP7, TEKT2, YBX2, SHE, ACRBP, PRKAR2A, PHF7, ACTL7B
HALLMARK_NOTCH_SIGNALING	0.412587412587413	0.824175824175824	0.0544555953940371	0.400945654454187	1.04140149271324	32	KAT2A, PPARD, TCF7L2, APH1A, WNT5A, DTX4, FZD5, SAP30, DLL1, CCND1, WNT2, DTX2, HES1, PSEN2, DTX1
HALLMARK_UV_RESPONSE_UP	0.413586413586414	0.824175824175824	0.0543434390269162	0.355551220400875	1.01795380504897	154	ONECUT1, LYN, PTPRD, HTR7, SULT1A1, SQSTM1, BTG1, EIF5, CDKN2B, STK25, KCNH2, CNP, TCHH, FOS, OLFM1, SLC6A12, FOSB, SPR, PRPF3, DDX21, E2F5, AGO2, RRAD, CA2, GRINA, ATF3, HMOX1, CYB5R1, BTG3, EIF2S3, LHX2, PPT1, TGFBRAP1, MGAT1, BAK1, RHOB, HYAL2, PSMC3, CEBPG, DLG4, CTSV, RFC4, CCNE1, CDO1, DNAJB1, MRPL23, MARK2, PARP2, ALAS1, CASP3, SLC25A4, COL2A1, RASGRP1, RXRB, SOD2, FEN1, HSPA2, NTRK3, CREG1
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.414585414585415	0.824175824175824	0.0542315935495841	0.352381788374409	1.0171865100659	195	KRT19, PEX11A, TGM2, ADD3, ELOVL2, KLF10, MYBL1, KAZN, AREG, NCOR2, KCNK5, SYBU, SH3BP5, UNC119, GLA, FAM102A, SCNN1A, DEPTOR, SULT2B1, ARL3, CXCL12, FARP1, BLVRB, TMEM164, FOS, ABHD2, OLFM1, OLFML3, CBFA2T3, CLIC3, FLNB, MUC1, SIAH2, SLC7A5, XBP1, INPP5F, TBC1D30, ENDOD1, KDM4B, RHOBTB3, TIAM1, ELF3, SYNGR1, CANT1, IGF1R, ASB13, DHRS2, TOB1, ADCY1, KRT8, RAPGEFL1, HR, CCND1, CALCR, SLC24A3, PMAIP1, ALDH3B1, KRT13, MLPH, JAK2, TFF3, LRIG1, HES1, SLC7A2, SLC2A1, SVIL, PRSS23, RPS6KA2, KRT15, SLC39A6, TUBB2B, RASGRP1, SLC1A4, KLK10, RRP12, SCARB1, MAPT, DHRS3, SLC16A1, P2RY2, SYT12, SLC22A5, SLC9A3R1, MYC, UGCG, SLC37A1, DYNLT3, BCL2, TSKU, WWC1, FASN, RAB17, BHLHE40, SLC26A2, AFF1, LAD1, PPIF, CISH
HALLMARK_HEME_METABOLISM	0.418581418581419	0.824175824175824	0.05378728077603	0.352566295584829	1.01731493393419	192	P4HA2, SLC10A3, HDGF, PIGQ, HBQ1, MOSPD1, TSPAN5, ACSL6, ICAM4, EPB42, ADD2, SYNJ1, HTATIP2, DMTN, SNCA, GLRX5, PGLS, USP15, RBM5, BTRC, BLVRB, BNIP3L, YPEL5, CAT, PPP2R5B, MKRN1, NEK7, PPOX, CA2, FOXO3, LMO2, RNF19A, FN3K, CPOX, ENDOD1, KHNYN, CLIC2, HAGH, GATA1, SEC14L1, GYPB, GYPE, ARHGEF12, KLF1, CDR2, MFHAS1, HBB, ADD1, UROS, MINPP1, BCAM, CTSE, RANBP10, CCDC28A, IGSF3, KAT2B, TNS1, ALDH6A1, SLC2A1, PSMD9, DCAF10, BLVRA, CAST, ARL2BP, ANK1, CTSB, RNF123, UBAC1, EPB41, MGST3, AGPAT4, GYPA, DCUN1D1, KDM7A, NARF, FBXO34, ERMAP
HALLMARK_MITOTIC_SPINDLE	0.450549450549451	0.824175824175824	0.0503964322442957	0.350087628677704	1.01115590806852	198	SAC3D1, NUSAP1, TUBD1, MAP1S, KIF11, CEP72, RANBP9, BCR, CDC42, ARHGEF3, BRCA2, CDC42EP1, KATNA1, FARP1, NCK1, BIN1, SUN2, ARHGAP27, KNTC1, DOCK2, MARCKS, ARHGAP5, ARHGAP10, RHOF, CEP250, NET1, ROCK1, FLNB, KIF23, DYNC1H1, GSN, CDC42BPA, KIF1B, KIF5B, ARHGEF11, CCNB2, SHROOM2, EZR, SOS1, CLASP1, ARAP3, TIAM1, NCK2, ALMS1, WASL, ARHGEF12, CDC42EP2, TOP2A, APC, FBXO5, ARFIP2, ANLN, FGD6, CEP131, ARL8A, CSNK1D, MYH9, SPTBN1, ABL1, ITSN1, PRC1, CENPJ, UXT, CYTH2, PPP4R2, EPB41, LMNB1, SYNPO, CDK5RAP2, RICTOR, CNTROB, VCL, ABI1, HOOK3, ARHGEF7, SORBS2, DYNLL2, PREX1, NF1, SMC4, SPTAN1, CENPE, RASAL2, ESPL1, ECT2, AKAP13, CENPF, CLIP2, SASS6, TUBGCP3, LLGL1, TSC1, SMC1A, KIF15, OPHN1, KIF2C, BIRC5, RHOT2, TLK1, NUMA1, EPB41L2, RASA2, PDLIM5, PKD2, TAOK2, RAB3GAP1
HALLMARK_ALLOGRAFT_REJECTION	0.451548451548452	0.824175824175824	0.0502948063662358	0.349416493059112	1.00862687817631	195	GLMN, LYN, GCNT1, CCR5, ELF4, CCL22, IL27RA, EGFR, IGSF6, ZAP70, PSMB10, SOCS5, HLA-DOB, STAB1, SPI1, PTPRC, NCK1, NME1, GALNT1, CRTAM, STAT4, MMP9, RPS19, TGFB2, CDKN2A, DYRK3, HLA-A, LTB, HLA-DOA, NCF4, CD47, CCR1, AKT1, RPS3A, FGR, GBP2, HDAC9, IFNGR1, EREG, IL18RAP, TNF, ITK, IRF4, ACVR2A, ELANE, LCP2, IL7, STAT1, RPS9, GZMB, TLR1, CD3E, CD40, GPR65, BCL3, CD2, CXCR3, IL11, JAK2, CD3D, IRF8, TAPBP, IFNAR2, IL10, DEGS1, IL15, IL12A, CD80, LCK, CCL5, EIF3J, THY1, ABI1, CD40LG, CD247, RPL39, IL18, FASLG, HLA-DQA1, CD8A, EIF5A, CSF1, CD96, HIF1A, MAP3K7, ICAM1, HCLS1, CCL7, TIMP1, MAP4K1, CCL11, IL6, TLR6, CCL13, CAPG, IL4, CARTPT, CD3G, BCL10, CCND2, PRF1, RPL9, PF4, INHBB, ICOSLG, PTPN6, NPM1, RPL3L, CD4, ACHE, ST8SIA4
HALLMARK_ANDROGEN_RESPONSE	0.488511488511489	0.824175824175824	0.0466948041282054	0.358750716055637	1.0022006625144	95	KRT19, FADS1, NDRG1, KLK3, TSC22D1, CDC14B, INPP4B, PTPN21, SCD, UBE2J1, ARID5B, ABHD2, AKAP12, AKT1, ITGAV, INSIG1, HSD17B14, KLK2, STK39, ACTN1, MAF, KRT8, CCND1, UAP1, DHCR24, GPD1L, BMPR1B, DBI, SRP19, GSR, IDI1, RPS6KA3, RRP12, LIFR, HERC3, ALDH1A3, PTK2B, ZMIZ1, VAPA, RAB4A, NCOA4, SLC26A2, ACSL3, ZBTB10, STEAP4, MAP7, APPBP2, ADRM1, HOMER2, SLC38A2, PDLIM5, ELL2
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.49050949050949	0.824175824175824	0.0465084048719156	0.378090023037795	1.0047084254322	42	KAT2A, PPARD, NCOR2, WNT5B, ADAM17, NCSTN, PTCH1, WNT6, DLL1, JAG2, NUMB, PSEN2, GNAI1, AXIN2, TCF7, MYC, AXIN1, MAML1, NKD1, TP53, CTNNB1, CCND2, NOTCH1, HDAC5, CSNK1E, HEY2, DKK1
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.492507492507492	0.824175824175824	0.0463227785794633	0.346589193646118	1.00074669134297	197	PDE4B, NFKB1, IFITM2, IFI35, SRI, PSME1, BTG1, STAT2, PSMB10, P2RY14, CASP8, METTL7B, LATS2, TDRD7, UPP1, LGALS3BP, MT2A, HLA-DRB1, STAT4, ARID5B, SERPING1, SSPN, MVP, PNPT1, RNF213, HLA-A, CD69, BANK1, MX2, IRF9, IRF5, IL10RA, PFKP, SECTM1, PML, IDO1, TOR1B, STAT3, DHX58, APOL6, PLSCR1, IRF4, EIF2AK2, PSMA3, LCP2, ZNFX1, IL18BP, IL7, STAT1, CD40, XAF1, IFI44L, SELP, TRIM25, PARP14, SOCS3, ISG20, JAK2, CXCL11, CASP3, IRF8, TAPBP, RSAD2, CDKN1A, IFNAR2, PSMA2, IL15, PTPN2, USP18, IFI30, UBE2L6, SOD2, CCL5, LYSMD2, EIF4E3, IFIH1, OGFR, PSME2, SLAMF7, CSF2RB, HLA-DQA1, CMTR1, NAMPT, HIF1A, SP110, HERC6, ICAM1, ISG15, CCL7, LAP3, SPPL2A
HALLMARK_APICAL_JUNCTION	0.494505494505495	0.824175824175824	0.0461379160269737	0.346803440809121	1.00067491835391	193	THBS3, ADAM9, AMH, VCAN, MPZL1, ICAM4, CAP1, EGFR, CNTN1, CRB3, VWF, ADRA1B, ARHGEF6, KCNH2, ADAMTS5, PKD1, ACTG2, SYK, NF2, PTPRC, CLDN19, ITGB4, PCDH1, MMP9, ACTN2, INPPL1, RSU1, RHOF, LAMB3, AMIGO1, PDZD3, AKT3, INSIG1, NRTN, CDH6, CLDN4, SHROOM2, YWHAH, COL9A1, FLNC, ACTN1, WASL, CLDN8, SDC3, LAYN, TGFBI, TMEM8B, CD99, GRB7, ITGA3, MPZL2, LIMA1, TRO, GTF2F1, MSN, IRS1, MYH9, ACTA1, ICAM5, MAPK11, MAPK13, SORBS3, ADAM15, NFASC, ITGA10, ITGA9, MADCAM1, GNAI1, VASP, THY1, JUP, VCL, MAP4K2, MMP2, TSPAN4, CADM2, ALOX15B, FBN1, PFN1, CDH15, NF1, ARPC2, SRC, CNN2, EVL, CLDN9, ICAM1, HADH, CD209, CERCAM, EXOC4, SYMPK, PTEN, TSC1, NEGR1
